00601,18.180555, -66.749961
00602,18.361945, -67.175597
00603,18.455183, -67.119887
00606,18.158345, -66.932911
00610,18.295366, -67.125135
00612,18.402253, -66.711397
00616,18.420412, -66.671979
00617,18.445147, -66.559696
00622,17.991245, -67.153993
00623,18.083361, -67.153897
00624,18.064919, -66.716683
00627,18.412600, -66.863926
00631,18.190607, -66.832041
00637,18.076713, -66.947389
00638,18.295913, -66.515588
00641,18.263085, -66.712985
00646,18.433150, -66.285875
00647,17.963613, -66.947127
00650,18.349416, -66.578079
00652,18.448452, -66.594127
00653,17.985033, -66.886536
00656,18.053539, -66.792931
00659,18.407226, -66.808999
00660,18.134695, -67.116199
00662,18.468320, -67.015781
00664,18.210330, -66.591616
00667,18.003422, -67.035810
00669,18.277102, -66.869645
00670,18.240187, -66.988776
00674,18.422908, -66.489337
00676,18.377637, -67.079574
00677,18.332568, -67.227022
00678,18.434099, -66.927384
00680,18.182055, -67.132502
00682,18.221464, -67.156039
00683,18.107800, -67.037263
00685,18.332929, -66.959689
00687,18.319026, -66.420557
00688,18.382264, -66.626438
00690,18.495510, -67.098671
00692,18.410188, -66.336556
00693,18.423000, -66.397232
00694,18.482370, -66.391079
00698,18.064848, -66.856319
00703,18.248401, -66.130662
00704,17.965770, -66.219555
00705,18.128961, -66.266683
00707,18.014055, -65.920751
00714,18.003025, -66.046237
00715,18.011233, -66.560065
00716,17.992040, -66.605856
00717,18.003222, -66.614037
00718,18.231988, -65.759623
00719,18.289927, -66.253440
00720,18.217946, -66.428076
00723,18.043498, -66.015479
00725,18.218819, -66.042375
00727,18.215308, -66.073565
00728,17.989853, -66.664116
00729,18.323585, -65.883206
00730,18.030831, -66.616838
00731,18.109947, -66.635622
00735,18.252604, -65.682494
00736,18.103624, -66.151667
00738,18.304458, -65.698711
00739,18.177233, -66.160645
00740,18.331178, -65.634104
00741,18.163855, -65.754042
00745,18.352216, -65.817387
00751,18.001317, -66.252183
00754,18.147107, -65.976167
00757,17.995441, -66.391334
00765,18.130096, -65.439369
00766,18.133196, -66.476916
00767,18.069489, -65.896161
00769,18.103800, -66.357586
00771,18.187148, -65.871189
00772,18.438969, -65.905174
00773,18.342888, -65.723109
00775,18.326599, -65.307720
00777,18.224133, -65.908542
00778,18.264076, -65.978510
00780,18.102834, -66.568105
00782,18.225708, -66.221633
00783,18.303910, -66.326179
00784,18.010714, -66.133615
00786,18.155424, -66.229907
00791,18.136782, -65.821476
00794,18.198955, -66.309833
00795,18.060494, -66.500624
00801,18.350449, -64.973886
00802,18.340862, -64.923479
00820,17.743072, -64.686570
00823,17.723541, -64.745932
00824,17.744557, -64.682933
00830,18.338560, -64.736533
00831,18.327294, -64.786720
00840,17.747872, -64.880695
00841,17.768133, -64.807852
00850,17.709936, -64.750099
00851,17.732228, -64.770760
00901,18.465369, -66.104613
00906,18.464460, -66.094995
00907,18.452553, -66.077838
00909,18.441610, -66.067132
00911,18.451159, -66.056199
00912,18.445328, -66.060135
00913,18.450002, -66.042656
00915,18.437179, -66.045571
00917,18.420674, -66.050105
00918,18.421022, -66.065789
00920,18.414292, -66.088042
00921,18.392282, -66.088555
00923,18.409307, -66.038888
00924,18.399192, -66.012453
00925,18.400296, -66.050602
00926,18.345400, -66.051545
00927,18.388011, -66.072089
00934,18.411313, -66.124234
00936,18.395463, -66.073772
00949,18.430696, -66.212833
00950,18.459699, -66.233101
00951,18.427530, -66.253789
00952,18.427448, -66.182026
00953,18.360729, -66.251527
00956,18.321137, -66.170419
00957,18.368414, -66.187693
00959,18.391820, -66.154564
00960,18.416919, -66.145795
